WaitType,Time,MillisecondsWaiting
Idle,2018-03-15T05:00:00Z,0
Latch,2018-03-15T05:00:00Z,5569
Lock,2018-03-15T05:00:00Z,0
Memory,2018-03-15T05:00:00Z,255
Network IO,2018-03-15T05:00:00Z,45
OTHER,2018-03-15T05:00:00Z,59225100
Other Disk IO,2018-03-15T05:00:00Z,6086
Parallelism,2018-03-15T05:00:00Z,55743
Preemptive,2018-03-15T05:00:00Z,21635
Replication,2018-03-15T05:00:00Z,0
SQL CLR,2018-03-15T05:00:00Z,0
Service Broker,2018-03-15T05:00:00Z,0
Tracing,2018-03-15T05:00:00Z,0
Tran Log IO,2018-03-15T05:00:00Z,626314
Worker Thread,2018-03-15T05:00:00Z,0
Buffer IO,2018-03-15T06:00:00Z,6062
Buffer Latch,2018-03-15T06:00:00Z,1519
CPU,2018-03-15T06:00:00Z,13417
Idle,2018-03-15T06:00:00Z,0
Latch,2018-03-15T06:00:00Z,19618
Lock,2018-03-15T06:00:00Z,0
Memory,2018-03-15T06:00:00Z,239
Network IO,2018-03-15T06:00:00Z,43
OTHER,2018-03-15T06:00:00Z,57982413
Other Disk IO,2018-03-15T06:00:00Z,9472
Parallelism,2018-03-15T06:00:00Z,105729
Preemptive,2018-03-15T06:00:00Z,29616
Replication,2018-03-15T06:00:00Z,0
SQL CLR,2018-03-15T06:00:00Z,0
Service Broker,2018-03-15T06:00:00Z,0
Tracing,2018-03-15T06:00:00Z,137
Tran Log IO,2018-03-15T06:00:00Z,608128
Worker Thread,2018-03-15T06:00:00Z,0
Buffer IO,2018-03-15T07:00:00Z,7653
Buffer Latch,2018-03-15T07:00:00Z,2518
CPU,2018-03-15T07:00:00Z,5100
Idle,2018-03-15T07:00:00Z,0
Latch,2018-03-15T07:00:00Z,71
Lock,2018-03-15T07:00:00Z,0
Memory,2018-03-15T07:00:00Z,368
Network IO,2018-03-15T07:00:00Z,33
OTHER,2018-03-15T07:00:00Z,57630372
Other Disk IO,2018-03-15T07:00:00Z,3818
Parallelism,2018-03-15T07:00:00Z,17363
Preemptive,2018-03-15T07:00:00Z,21648
Replication,2018-03-15T07:00:00Z,0
SQL CLR,2018-03-15T07:00:00Z,0
Service Broker,2018-03-15T07:00:00Z,0
Tracing,2018-03-15T07:00:00Z,2
Tran Log IO,2018-03-15T07:00:00Z,580048
Worker Thread,2018-03-15T07:00:00Z,0
Buffer IO,2018-03-15T08:00:00Z,18124
Buffer Latch,2018-03-15T08:00:00Z,3257
CPU,2018-03-15T08:00:00Z,8219
Idle,2018-03-15T08:00:00Z,0
Latch,2018-03-15T08:00:00Z,3929
Lock,2018-03-15T08:00:00Z,0
Memory,2018-03-15T08:00:00Z,596
Network IO,2018-03-15T08:00:00Z,63
OTHER,2018-03-15T08:00:00Z,61227554
Other Disk IO,2018-03-15T08:00:00Z,9550
Parallelism,2018-03-15T08:00:00Z,130177
Preemptive,2018-03-15T08:00:00Z,36667
Replication,2018-03-15T08:00:00Z,0
SQL CLR,2018-03-15T08:00:00Z,0
Service Broker,2018-03-15T08:00:00Z,0
Tracing,2018-03-15T08:00:00Z,19
Tran Log IO,2018-03-15T08:00:00Z,1099300
Worker Thread,2018-03-15T08:00:00Z,0
Buffer IO,2018-03-15T09:00:00Z,8083
Buffer Latch,2018-03-15T09:00:00Z,5477
CPU,2018-03-15T09:00:00Z,11444
Idle,2018-03-15T09:00:00Z,0
Latch,2018-03-15T09:00:00Z,14265
Lock,2018-03-15T09:00:00Z,0
Memory,2018-03-15T09:00:00Z,261
Network IO,2018-03-15T09:00:00Z,70
OTHER,2018-03-15T09:00:00Z,65949154
Other Disk IO,2018-03-15T09:00:00Z,9068
Parallelism,2018-03-15T09:00:00Z,150546
Preemptive,2018-03-15T09:00:00Z,60526
Replication,2018-03-15T09:00:00Z,0
SQL CLR,2018-03-15T09:00:00Z,0
Service Broker,2018-03-15T09:00:00Z,0
Tracing,2018-03-15T09:00:00Z,3
Tran Log IO,2018-03-15T09:00:00Z,1306515
Transaction,2018-03-15T09:00:00Z,0
Worker Thread,2018-03-15T09:00:00Z,0
Buffer IO,2018-03-15T10:00:00Z,213733
Buffer Latch,2018-03-15T10:00:00Z,4247
CPU,2018-03-15T10:00:00Z,86599
Idle,2018-03-15T10:00:00Z,0
Latch,2018-03-15T10:00:00Z,3841
Lock,2018-03-15T10:00:00Z,460345
Memory,2018-03-15T10:00:00Z,9601
Network IO,2018-03-15T10:00:00Z,128
OTHER,2018-03-15T10:00:00Z,56828176
Other Disk IO,2018-03-15T10:00:00Z,8733
Parallelism,2018-03-15T10:00:00Z,530975
Preemptive,2018-03-15T10:00:00Z,34729
Replication,2018-03-15T10:00:00Z,0
SQL CLR,2018-03-15T10:00:00Z,0
Service Broker,2018-03-15T10:00:00Z,0
Tracing,2018-03-15T10:00:00Z,61
Tran Log IO,2018-03-15T10:00:00Z,919571
Transaction,2018-03-15T10:00:00Z,0
Worker Thread,2018-03-15T10:00:00Z,29
Buffer IO,2018-03-15T11:00:00Z,34771
Buffer Latch,2018-03-15T11:00:00Z,4800
CPU,2018-03-15T11:00:00Z,22866
Idle,2018-03-15T11:00:00Z,0
Latch,2018-03-15T11:00:00Z,2803
Lock,2018-03-15T11:00:00Z,282134
Memory,2018-03-15T11:00:00Z,2236
Network IO,2018-03-15T11:00:00Z,51
OTHER,2018-03-15T11:00:00Z,55830543
Other Disk IO,2018-03-15T11:00:00Z,3305
Parallelism,2018-03-15T11:00:00Z,55393
Preemptive,2018-03-15T11:00:00Z,19546
Replication,2018-03-15T11:00:00Z,0
SQL CLR,2018-03-15T11:00:00Z,0
Service Broker,2018-03-15T11:00:00Z,0
Tracing,2018-03-15T11:00:00Z,100
Tran Log IO,2018-03-15T11:00:00Z,898075
Transaction,2018-03-15T11:00:00Z,0
Worker Thread,2018-03-15T11:00:00Z,0
Buffer IO,2018-03-15T12:00:00Z,22599
Buffer Latch,2018-03-15T12:00:00Z,3857
CPU,2018-03-15T12:00:00Z,373672
Idle,2018-03-15T12:00:00Z,0
Latch,2018-03-15T12:00:00Z,1858
Lock,2018-03-15T12:00:00Z,318180
Memory,2018-03-15T12:00:00Z,11709
Network IO,2018-03-15T12:00:00Z,75
OTHER,2018-03-15T12:00:00Z,57908460
Other Disk IO,2018-03-15T12:00:00Z,6647
Parallelism,2018-03-15T12:00:00Z,540602
Preemptive,2018-03-15T12:00:00Z,44700
Replication,2018-03-15T12:00:00Z,0
SQL CLR,2018-03-15T12:00:00Z,0
Service Broker,2018-03-15T12:00:00Z,0
Tracing,2018-03-15T12:00:00Z,693
Tran Log IO,2018-03-15T12:00:00Z,887223
Transaction,2018-03-15T12:00:00Z,0
Worker Thread,2018-03-15T12:00:00Z,55
Buffer IO,2018-03-15T13:00:00Z,64731
Buffer Latch,2018-03-15T13:00:00Z,5465
CPU,2018-03-15T13:00:00Z,25050
Idle,2018-03-15T13:00:00Z,0
Latch,2018-03-15T13:00:00Z,4100
Lock,2018-03-15T13:00:00Z,358931
Memory,2018-03-15T13:00:00Z,685
Network IO,2018-03-15T13:00:00Z,28
OTHER,2018-03-15T13:00:00Z,57786937
Other Disk IO,2018-03-15T13:00:00Z,9171
Parallelism,2018-03-15T13:00:00Z,58552
Preemptive,2018-03-15T13:00:00Z,24600
Replication,2018-03-15T13:00:00Z,0
SQL CLR,2018-03-15T13:00:00Z,0
Service Broker,2018-03-15T13:00:00Z,0
Tracing,2018-03-15T13:00:00Z,391
Tran Log IO,2018-03-15T13:00:00Z,748863
Transaction,2018-03-15T13:00:00Z,0
Worker Thread,2018-03-15T13:00:00Z,3
Buffer IO,2018-03-15T14:00:00Z,15720
Buffer Latch,2018-03-15T14:00:00Z,43080
CPU,2018-03-15T14:00:00Z,127199
Idle,2018-03-15T14:00:00Z,0
Latch,2018-03-15T14:00:00Z,528
Lock,2018-03-15T14:00:00Z,177290
Memory,2018-03-15T14:00:00Z,8377
Network IO,2018-03-15T14:00:00Z,95614
OTHER,2018-03-15T14:00:00Z,55059657
Other Disk IO,2018-03-15T14:00:00Z,6868
Parallelism,2018-03-15T14:00:00Z,369012
Preemptive,2018-03-15T14:00:00Z,26112
Replication,2018-03-15T14:00:00Z,0
SQL CLR,2018-03-15T14:00:00Z,0
Service Broker,2018-03-15T14:00:00Z,0
Tracing,2018-03-15T14:00:00Z,18
Tran Log IO,2018-03-15T14:00:00Z,589114
Transaction,2018-03-15T14:00:00Z,0
Worker Thread,2018-03-15T14:00:00Z,0
Buffer IO,2018-03-15T15:00:00Z,8813
Buffer Latch,2018-03-15T15:00:00Z,10
CPU,2018-03-15T15:00:00Z,31762
Idle,2018-03-15T15:00:00Z,0
Latch,2018-03-15T15:00:00Z,2557
Lock,2018-03-15T15:00:00Z,384326
Memory,2018-03-15T15:00:00Z,642
Network IO,2018-03-15T15:00:00Z,92
OTHER,2018-03-15T15:00:00Z,60980629
Other Disk IO,2018-03-15T15:00:00Z,4470
Parallelism,2018-03-15T15:00:00Z,59040
Preemptive,2018-03-15T15:00:00Z,45518
Replication,2018-03-15T15:00:00Z,0
SQL CLR,2018-03-15T15:00:00Z,0
Service Broker,2018-03-15T15:00:00Z,0
Tracing,2018-03-15T15:00:00Z,222
Tran Log IO,2018-03-15T15:00:00Z,1022054
Transaction,2018-03-15T15:00:00Z,0
Worker Thread,2018-03-15T15:00:00Z,0
Buffer IO,2018-03-15T16:00:00Z,31937
Buffer Latch,2018-03-15T16:00:00Z,7912
CPU,2018-03-15T16:00:00Z,122914
Idle,2018-03-15T16:00:00Z,0
Latch,2018-03-15T16:00:00Z,1401
Lock,2018-03-15T16:00:00Z,470771
Memory,2018-03-15T16:00:00Z,8389
Network IO,2018-03-15T16:00:00Z,120141
OTHER,2018-03-15T16:00:00Z,55082386
Other Disk IO,2018-03-15T16:00:00Z,5927
Parallelism,2018-03-15T16:00:00Z,409708
Preemptive,2018-03-15T16:00:00Z,26469
Replication,2018-03-15T16:00:00Z,0
SQL CLR,2018-03-15T16:00:00Z,0
Service Broker,2018-03-15T16:00:00Z,0
Tracing,2018-03-15T16:00:00Z,105
Tran Log IO,2018-03-15T16:00:00Z,750934
Transaction,2018-03-15T16:00:00Z,0
Worker Thread,2018-03-15T16:00:00Z,0
Buffer IO,2018-03-15T17:00:00Z,26575
Buffer Latch,2018-03-15T17:00:00Z,1172
CPU,2018-03-15T17:00:00Z,38865
Idle,2018-03-15T17:00:00Z,0
Latch,2018-03-15T17:00:00Z,536
Lock,2018-03-15T17:00:00Z,435505
Memory,2018-03-15T17:00:00Z,2469
Network IO,2018-03-15T17:00:00Z,7545
OTHER,2018-03-15T17:00:00Z,56295750
Other Disk IO,2018-03-15T17:00:00Z,7398
Parallelism,2018-03-15T17:00:00Z,28329
Preemptive,2018-03-15T17:00:00Z,33560
Replication,2018-03-15T17:00:00Z,0
SQL CLR,2018-03-15T17:00:00Z,0
Service Broker,2018-03-15T17:00:00Z,0
Tracing,2018-03-15T17:00:00Z,394
Tran Log IO,2018-03-15T17:00:00Z,1431241
Transaction,2018-03-15T17:00:00Z,0
Worker Thread,2018-03-15T17:00:00Z,0
Buffer IO,2018-03-15T18:00:00Z,27592
Buffer Latch,2018-03-15T18:00:00Z,22712
CPU,2018-03-15T18:00:00Z,122683
Idle,2018-03-15T18:00:00Z,0
Latch,2018-03-15T18:00:00Z,110
Lock,2018-03-15T18:00:00Z,268437
Memory,2018-03-15T18:00:00Z,10712
Network IO,2018-03-15T18:00:00Z,50
OTHER,2018-03-15T18:00:00Z,55232668
Other Disk IO,2018-03-15T18:00:00Z,10562
Parallelism,2018-03-15T18:00:00Z,381532
Preemptive,2018-03-15T18:00:00Z,18990
Replication,2018-03-15T18:00:00Z,0
SQL CLR,2018-03-15T18:00:00Z,0
Service Broker,2018-03-15T18:00:00Z,0
Tracing,2018-03-15T18:00:00Z,71
Tran Log IO,2018-03-15T18:00:00Z,1443339
Transaction,2018-03-15T18:00:00Z,0
Worker Thread,2018-03-15T18:00:00Z,0
Buffer IO,2018-03-15T19:00:00Z,10546
Buffer Latch,2018-03-15T19:00:00Z,5173
CPU,2018-03-15T19:00:00Z,12449
Idle,2018-03-15T19:00:00Z,0
Latch,2018-03-15T19:00:00Z,255
Lock,2018-03-15T19:00:00Z,461994
Memory,2018-03-15T19:00:00Z,641
Network IO,2018-03-15T19:00:00Z,30
OTHER,2018-03-15T19:00:00Z,59156380
Other Disk IO,2018-03-15T19:00:00Z,6018
Parallelism,2018-03-15T19:00:00Z,28165
Preemptive,2018-03-15T19:00:00Z,29968
Replication,2018-03-15T19:00:00Z,0
SQL CLR,2018-03-15T19:00:00Z,0
Service Broker,2018-03-15T19:00:00Z,0
Tracing,2018-03-15T19:00:00Z,210
Tran Log IO,2018-03-15T19:00:00Z,788275
Transaction,2018-03-15T19:00:00Z,0
Worker Thread,2018-03-15T19:00:00Z,0
Buffer IO,2018-03-15T20:00:00Z,7907
Buffer Latch,2018-03-15T20:00:00Z,1293
CPU,2018-03-15T20:00:00Z,15417
Idle,2018-03-15T20:00:00Z,0
Latch,2018-03-15T20:00:00Z,117
Lock,2018-03-15T20:00:00Z,470588
Memory,2018-03-15T20:00:00Z,928
Network IO,2018-03-15T20:00:00Z,37
OTHER,2018-03-15T20:00:00Z,55017143
Other Disk IO,2018-03-15T20:00:00Z,11352
Parallelism,2018-03-15T20:00:00Z,77241
Preemptive,2018-03-15T20:00:00Z,23486
Replication,2018-03-15T20:00:00Z,0
SQL CLR,2018-03-15T20:00:00Z,0
Service Broker,2018-03-15T20:00:00Z,0
Tracing,2018-03-15T20:00:00Z,95
Tran Log IO,2018-03-15T20:00:00Z,611584
Transaction,2018-03-15T20:00:00Z,0
Worker Thread,2018-03-15T20:00:00Z,0
Buffer IO,2018-03-15T21:00:00Z,34134
Buffer Latch,2018-03-15T21:00:00Z,2514
CPU,2018-03-15T21:00:00Z,27457
Idle,2018-03-15T21:00:00Z,0
Latch,2018-03-15T21:00:00Z,8285
Lock,2018-03-15T21:00:00Z,563680
Memory,2018-03-15T21:00:00Z,1177
Network IO,2018-03-15T21:00:00Z,41
OTHER,2018-03-15T21:00:00Z,54582660
Other Disk IO,2018-03-15T21:00:00Z,9773
Parallelism,2018-03-15T21:00:00Z,54342
Preemptive,2018-03-15T21:00:00Z,18237
Replication,2018-03-15T21:00:00Z,0
SQL CLR,2018-03-15T21:00:00Z,0
Service Broker,2018-03-15T21:00:00Z,0
Tracing,2018-03-15T21:00:00Z,73
Tran Log IO,2018-03-15T21:00:00Z,669793
Transaction,2018-03-15T21:00:00Z,0
Worker Thread,2018-03-15T21:00:00Z,35
Buffer IO,2018-03-15T22:00:00Z,9812
Buffer Latch,2018-03-15T22:00:00Z,5915
CPU,2018-03-15T22:00:00Z,36053
Idle,2018-03-15T22:00:00Z,0
Latch,2018-03-15T22:00:00Z,87888
Lock,2018-03-15T22:00:00Z,825071
Memory,2018-03-15T22:00:00Z,1161
Network IO,2018-03-15T22:00:00Z,31
OTHER,2018-03-15T22:00:00Z,58527419
Other Disk IO,2018-03-15T22:00:00Z,17315
Parallelism,2018-03-15T22:00:00Z,27664
Preemptive,2018-03-15T22:00:00Z,36456
Replication,2018-03-15T22:00:00Z,0
SQL CLR,2018-03-15T22:00:00Z,0
Service Broker,2018-03-15T22:00:00Z,0
Tracing,2018-03-15T22:00:00Z,249
Tran Log IO,2018-03-15T22:00:00Z,1040073
Transaction,2018-03-15T22:00:00Z,0
Worker Thread,2018-03-15T22:00:00Z,0
Buffer IO,2018-03-15T23:00:00Z,8558
Buffer Latch,2018-03-15T23:00:00Z,2971
CPU,2018-03-15T23:00:00Z,39380
Idle,2018-03-15T23:00:00Z,0
Latch,2018-03-15T23:00:00Z,42
Lock,2018-03-15T23:00:00Z,482792
Memory,2018-03-15T23:00:00Z,1158
Network IO,2018-03-15T23:00:00Z,65
OTHER,2018-03-15T23:00:00Z,56034394
Other Disk IO,2018-03-15T23:00:00Z,13595
Parallelism,2018-03-15T23:00:00Z,59363
Preemptive,2018-03-15T23:00:00Z,27347
Replication,2018-03-15T23:00:00Z,0
SQL CLR,2018-03-15T23:00:00Z,0
Service Broker,2018-03-15T23:00:00Z,0
Tracing,2018-03-15T23:00:00Z,216
Tran Log IO,2018-03-15T23:00:00Z,605144
Transaction,2018-03-15T23:00:00Z,0
Worker Thread,2018-03-15T23:00:00Z,0
Buffer IO,2018-03-16T00:00:00Z,3195
Buffer Latch,2018-03-16T00:00:00Z,3028
CPU,2018-03-16T00:00:00Z,18887
Idle,2018-03-16T00:00:00Z,0
Latch,2018-03-16T00:00:00Z,6799
Lock,2018-03-16T00:00:00Z,363598
Memory,2018-03-16T00:00:00Z,942
Network IO,2018-03-16T00:00:00Z,30
OTHER,2018-03-16T00:00:00Z,53471474
Other Disk IO,2018-03-16T00:00:00Z,4745
Parallelism,2018-03-16T00:00:00Z,63380
Preemptive,2018-03-16T00:00:00Z,13077
Replication,2018-03-16T00:00:00Z,0
SQL CLR,2018-03-16T00:00:00Z,0
Service Broker,2018-03-16T00:00:00Z,0
Tracing,2018-03-16T00:00:00Z,26
Tran Log IO,2018-03-16T00:00:00Z,375425
Transaction,2018-03-16T00:00:00Z,0
Worker Thread,2018-03-16T00:00:00Z,0
Buffer IO,2018-03-16T01:00:00Z,26705
Buffer Latch,2018-03-16T01:00:00Z,7725
CPU,2018-03-16T01:00:00Z,62644
Idle,2018-03-16T01:00:00Z,0
Latch,2018-03-16T01:00:00Z,4286
Lock,2018-03-16T01:00:00Z,605024
Memory,2018-03-16T01:00:00Z,3870
Network IO,2018-03-16T01:00:00Z,136
OTHER,2018-03-16T01:00:00Z,56239143
Other Disk IO,2018-03-16T01:00:00Z,10239
Parallelism,2018-03-16T01:00:00Z,69021
Preemptive,2018-03-16T01:00:00Z,36761
Replication,2018-03-16T01:00:00Z,0
SQL CLR,2018-03-16T01:00:00Z,0
Service Broker,2018-03-16T01:00:00Z,0
Tracing,2018-03-16T01:00:00Z,161
Tran Log IO,2018-03-16T01:00:00Z,991428
Transaction,2018-03-16T01:00:00Z,0
Worker Thread,2018-03-16T01:00:00Z,0
Buffer IO,2018-03-16T02:00:00Z,13316
Buffer Latch,2018-03-16T02:00:00Z,2692
CPU,2018-03-16T02:00:00Z,35549
Idle,2018-03-16T02:00:00Z,0
Latch,2018-03-16T02:00:00Z,475
Lock,2018-03-16T02:00:00Z,776155
Memory,2018-03-16T02:00:00Z,2596
Network IO,2018-03-16T02:00:00Z,44
OTHER,2018-03-16T02:00:00Z,52037265
Other Disk IO,2018-03-16T02:00:00Z,9794
Parallelism,2018-03-16T02:00:00Z,35032
Preemptive,2018-03-16T02:00:00Z,25254
Replication,2018-03-16T02:00:00Z,0
SQL CLR,2018-03-16T02:00:00Z,0
Service Broker,2018-03-16T02:00:00Z,0
Tracing,2018-03-16T02:00:00Z,105
Tran Log IO,2018-03-16T02:00:00Z,799579
Transaction,2018-03-16T02:00:00Z,0
Worker Thread,2018-03-16T02:00:00Z,54
Buffer IO,2018-03-16T03:00:00Z,9698
Buffer Latch,2018-03-16T03:00:00Z,3608
CPU,2018-03-16T03:00:00Z,26391
Idle,2018-03-16T03:00:00Z,0
Latch,2018-03-16T03:00:00Z,137
Lock,2018-03-16T03:00:00Z,419441
Memory,2018-03-16T03:00:00Z,1958
Network IO,2018-03-16T03:00:00Z,41
OTHER,2018-03-16T03:00:00Z,53335674
Other Disk IO,2018-03-16T03:00:00Z,9636
Parallelism,2018-03-16T03:00:00Z,75323
Preemptive,2018-03-16T03:00:00Z,19571
Replication,2018-03-16T03:00:00Z,0
SQL CLR,2018-03-16T03:00:00Z,0
Service Broker,2018-03-16T03:00:00Z,0
Tracing,2018-03-16T03:00:00Z,126
Tran Log IO,2018-03-16T03:00:00Z,621943
Transaction,2018-03-16T03:00:00Z,0
Worker Thread,2018-03-16T03:00:00Z,0
Buffer IO,2018-03-16T04:00:00Z,3700
Buffer Latch,2018-03-16T04:00:00Z,4922
CPU,2018-03-16T04:00:00Z,33299
Idle,2018-03-16T04:00:00Z,0
Latch,2018-03-16T04:00:00Z,34
Lock,2018-03-16T04:00:00Z,492322
Memory,2018-03-16T04:00:00Z,1072
Network IO,2018-03-16T04:00:00Z,171
OTHER,2018-03-16T04:00:00Z,58596091
Other Disk IO,2018-03-16T04:00:00Z,25031
Parallelism,2018-03-16T04:00:00Z,118172
Preemptive,2018-03-16T04:00:00Z,36801
Replication,2018-03-16T04:00:00Z,0
SQL CLR,2018-03-16T04:00:00Z,0
Service Broker,2018-03-16T04:00:00Z,0
Tracing,2018-03-16T04:00:00Z,81
Tran Log IO,2018-03-16T04:00:00Z,1066788
Transaction,2018-03-16T04:00:00Z,0
Worker Thread,2018-03-16T04:00:00Z,214
Buffer IO,2018-03-16T05:00:00Z,24010
Buffer Latch,2018-03-16T05:00:00Z,8472
CPU,2018-03-16T05:00:00Z,29722
Idle,2018-03-16T05:00:00Z,0
Latch,2018-03-16T05:00:00Z,842
Lock,2018-03-16T05:00:00Z,406194
Memory,2018-03-16T05:00:00Z,2423
Network IO,2018-03-16T05:00:00Z,39
OTHER,2018-03-16T05:00:00Z,54741783
Other Disk IO,2018-03-16T05:00:00Z,5692
Parallelism,2018-03-16T05:00:00Z,39676
Preemptive,2018-03-16T05:00:00Z,20198
Replication,2018-03-16T05:00:00Z,0
SQL CLR,2018-03-16T05:00:00Z,0
Service Broker,2018-03-16T05:00:00Z,0
Tracing,2018-03-16T05:00:00Z,29
Tran Log IO,2018-03-16T05:00:00Z,711366
Transaction,2018-03-16T05:00:00Z,0
Worker Thread,2018-03-16T05:00:00Z,1
Buffer IO,2018-03-16T06:00:00Z,3221
Buffer Latch,2018-03-16T06:00:00Z,2254
CPU,2018-03-16T06:00:00Z,20199
Idle,2018-03-16T06:00:00Z,0
Latch,2018-03-16T06:00:00Z,2958
Lock,2018-03-16T06:00:00Z,489352
Memory,2018-03-16T06:00:00Z,1210
Network IO,2018-03-16T06:00:00Z,150
OTHER,2018-03-16T06:00:00Z,56826905
Other Disk IO,2018-03-16T06:00:00Z,6672
Parallelism,2018-03-16T06:00:00Z,42824
Preemptive,2018-03-16T06:00:00Z,29809
Replication,2018-03-16T06:00:00Z,0
SQL CLR,2018-03-16T06:00:00Z,0
Service Broker,2018-03-16T06:00:00Z,0
Tracing,2018-03-16T06:00:00Z,269
Tran Log IO,2018-03-16T06:00:00Z,721117
Transaction,2018-03-16T06:00:00Z,0
Worker Thread,2018-03-16T06:00:00Z,2
Buffer IO,2018-03-16T07:00:00Z,2818
Buffer Latch,2018-03-16T07:00:00Z,9719
CPU,2018-03-16T07:00:00Z,18528
Idle,2018-03-16T07:00:00Z,0
Latch,2018-03-16T07:00:00Z,3172
Lock,2018-03-16T07:00:00Z,446825
Memory,2018-03-16T07:00:00Z,1224
Network IO,2018-03-16T07:00:00Z,31
OTHER,2018-03-16T07:00:00Z,57544906
Other Disk IO,2018-03-16T07:00:00Z,8279
Parallelism,2018-03-16T07:00:00Z,67920
Preemptive,2018-03-16T07:00:00Z,28236
Replication,2018-03-16T07:00:00Z,0
SQL CLR,2018-03-16T07:00:00Z,0
Service Broker,2018-03-16T07:00:00Z,0
Tracing,2018-03-16T07:00:00Z,111
Tran Log IO,2018-03-16T07:00:00Z,678704
Transaction,2018-03-16T07:00:00Z,0
Worker Thread,2018-03-16T07:00:00Z,83
Buffer IO,2018-03-16T08:00:00Z,23947
Buffer Latch,2018-03-16T08:00:00Z,3565
CPU,2018-03-16T08:00:00Z,44744
Idle,2018-03-16T08:00:00Z,0
Latch,2018-03-16T08:00:00Z,2321
Lock,2018-03-16T08:00:00Z,474563
Memory,2018-03-16T08:00:00Z,2554
Network IO,2018-03-16T08:00:00Z,64
OTHER,2018-03-16T08:00:00Z,53233969
Other Disk IO,2018-03-16T08:00:00Z,4233
Parallelism,2018-03-16T08:00:00Z,53518
Preemptive,2018-03-16T08:00:00Z,21450
Replication,2018-03-16T08:00:00Z,0
SQL CLR,2018-03-16T08:00:00Z,0
Service Broker,2018-03-16T08:00:00Z,0
Tracing,2018-03-16T08:00:00Z,131
Tran Log IO,2018-03-16T08:00:00Z,834186
Transaction,2018-03-16T08:00:00Z,0
Worker Thread,2018-03-16T08:00:00Z,0
Buffer IO,2018-03-16T09:00:00Z,2663
Buffer Latch,2018-03-16T09:00:00Z,2040
CPU,2018-03-16T09:00:00Z,48580
Idle,2018-03-16T09:00:00Z,0
Latch,2018-03-16T09:00:00Z,1594
Lock,2018-03-16T09:00:00Z,501746
Memory,2018-03-16T09:00:00Z,1111
Network IO,2018-03-16T09:00:00Z,52
OTHER,2018-03-16T09:00:00Z,56238770
Other Disk IO,2018-03-16T09:00:00Z,5406
Parallelism,2018-03-16T09:00:00Z,49040
Preemptive,2018-03-16T09:00:00Z,36184
Replication,2018-03-16T09:00:00Z,0
SQL CLR,2018-03-16T09:00:00Z,0
Service Broker,2018-03-16T09:00:00Z,0
Tracing,2018-03-16T09:00:00Z,23
Tran Log IO,2018-03-16T09:00:00Z,692022
Transaction,2018-03-16T09:00:00Z,0
Worker Thread,2018-03-16T09:00:00Z,0
Buffer IO,2018-03-16T10:00:00Z,114569
Buffer Latch,2018-03-16T10:00:00Z,6004
CPU,2018-03-16T10:00:00Z,173607
Idle,2018-03-16T10:00:00Z,0
Latch,2018-03-16T10:00:00Z,4930
Lock,2018-03-16T10:00:00Z,136015
Memory,2018-03-16T10:00:00Z,13696
Network IO,2018-03-16T10:00:00Z,35
OTHER,2018-03-16T10:00:00Z,55580592
Other Disk IO,2018-03-16T10:00:00Z,4327
Parallelism,2018-03-16T10:00:00Z,469250
Preemptive,2018-03-16T10:00:00Z,33248
Replication,2018-03-16T10:00:00Z,0
SQL CLR,2018-03-16T10:00:00Z,0
Service Broker,2018-03-16T10:00:00Z,0
Tracing,2018-03-16T10:00:00Z,10
Tran Log IO,2018-03-16T10:00:00Z,584221
Transaction,2018-03-16T10:00:00Z,0
Worker Thread,2018-03-16T10:00:00Z,1
Buffer IO,2018-03-16T11:00:00Z,3033
Buffer Latch,2018-03-16T11:00:00Z,3392
CPU,2018-03-16T11:00:00Z,5324
Idle,2018-03-16T11:00:00Z,0
Latch,2018-03-16T11:00:00Z,222
Lock,2018-03-16T11:00:00Z,0
Memory,2018-03-16T11:00:00Z,451
Network IO,2018-03-16T11:00:00Z,83
OTHER,2018-03-16T11:00:00Z,58109277
Other Disk IO,2018-03-16T11:00:00Z,3422
Parallelism,2018-03-16T11:00:00Z,43526
Preemptive,2018-03-16T11:00:00Z,29504
Replication,2018-03-16T11:00:00Z,0
SQL CLR,2018-03-16T11:00:00Z,0
Service Broker,2018-03-16T11:00:00Z,0
Tracing,2018-03-16T11:00:00Z,3
Tran Log IO,2018-03-16T11:00:00Z,607408
Transaction,2018-03-16T11:00:00Z,0
Worker Thread,2018-03-16T11:00:00Z,86
Buffer IO,2018-03-16T12:00:00Z,82321
Buffer Latch,2018-03-16T12:00:00Z,1602
CPU,2018-03-16T12:00:00Z,292180
Idle,2018-03-16T12:00:00Z,0
Latch,2018-03-16T12:00:00Z,2811
Lock,2018-03-16T12:00:00Z,0
Memory,2018-03-16T12:00:00Z,10392
Network IO,2018-03-16T12:00:00Z,38
OTHER,2018-03-16T12:00:00Z,51429837
Other Disk IO,2018-03-16T12:00:00Z,910252
Parallelism,2018-03-16T12:00:00Z,363368
Preemptive,2018-03-16T12:00:00Z,24872
Replication,2018-03-16T12:00:00Z,0
SQL CLR,2018-03-16T12:00:00Z,0
Service Broker,2018-03-16T12:00:00Z,0
Tracing,2018-03-16T12:00:00Z,5
Tran Log IO,2018-03-16T12:00:00Z,593391
Transaction,2018-03-16T12:00:00Z,0
Worker Thread,2018-03-16T12:00:00Z,0
